                                                 9,0 | 7,7        = PLAYER_WIN | (NO BET)
                                                 8,0 | 9,0        = BANKER_WIN | (NO BET)
                                            (7,5)2,A | (K,4)4,9   = TIE        | (NO BET)
                                                 4,5 | 1,6        = PLAYER_WIN | (NO BET)
                                            (A,K)1,4 | 0,6        = BANKER_WIN | (NO BET)
                                                 4,5 | 0,0        = PLAYER_WIN | (NO BET)
                                           (4,J)4,10 | (2,Q)2,K   = PLAYER_WIN | (NO BET)
                                                 0,9 | 0,0        = PLAYER_WIN | (NO BET)
                                                 2,4 | (3,10)3,5  = BANKER_WIN | (BET) BANKER_WIN (HIT)
                                                 0,7 | 0,9        = BANKER_WIN | (NO BET)
                                                 4,3 | 6,0        = PLAYER_WIN | (NO BET)
                                                 1,2 | 8,0        = BANKER_WIN | (NO BET)
                                           (3,K)3,10 | 2,3        = BANKER_WIN | (NO BET)
                                            (9,6)5,7 | (Q,2)2,2   = BANKER_WIN | (NO BET)
                                            (K,5)5,Q | (A,K)1,8   = BANKER_WIN | (BET) PLAYER_WIN
                                           (10,3)3,3 | (Q,K)0,Q   = PLAYER_WIN | (BET) PLAYER_WIN (HIT)
                                            (3,K)3,9 | (A,A)2,4   = BANKER_WIN | (NO BET)
                                           (10,5)5,9 | (J,K)0,10  = PLAYER_WIN | (NO BET)
                                            (J,J)0,3 | (2,8)0,2   = PLAYER_WIN | (NO BET)
                                            (9,5)4,3 | (5,J)5,7   = PLAYER_WIN | (NO BET)
                                                 7,0 | (3,7)0,10  = PLAYER_WIN | (BET) BANKER_WIN
                                           (3,J)3,10 | 6,9        = BANKER_WIN | (BET) BANKER_WIN (HIT)
                                                 0,7 | (A,A)2,7   = BANKER_WIN | (NO BET)
                                                 3,5 | 6,8        = PLAYER_WIN | (NO BET)
                                                 8,8 | 7,0        = BANKER_WIN | (NO BET)
                                                 8,0 | 0,0        = PLAYER_WIN | (NO BET)
                                                 0,0 | 1,7        = BANKER_WIN | (NO BET)
                                                 8,0 | 0,4        = PLAYER_WIN | (NO BET)
                                                 9,0 | 0,1        = PLAYER_WIN | (NO BET)
                                                 8,9 | 0,7        = TIE        | (NO BET)
                                           (10,3)3,7 | 0,5        = BANKER_WIN | (NO BET)
                                                 5,1 | (10,5)5,5  = PLAYER_WIN | (NO BET)
                                           (K,10)0,3 | (10,2)2,J  = PLAYER_WIN | (NO BET)
                                                 7,9 | 7,0        = BANKER_WIN | (NO BET)
                                                 6,0 | 0,9        = BANKER_WIN | (NO BET)
                                                 7,9 | 6,0        = TIE        | (NO BET)
                                                 4,5 | 8,7        = PLAYER_WIN | (NO BET)
                                                 9,0 | 0,0        = PLAYER_WIN | (NO BET)
                                            (2,2)4,A | 0,5        = TIE        | (NO BET)
                                                 6,0 | 8,1        = BANKER_WIN | (NO BET)
                                                 5,6 | 0,9        = BANKER_WIN | (NO BET)
                                            (7,8)5,8 | 6,0        = BANKER_WIN | (NO BET)
                                            (2,A)3,4 | (2,9)1,K   = PLAYER_WIN | (BET) PLAYER_WIN (HIT)
                                            (A,4)5,J | 1,4        = TIE        | (NO BET)
                                            (2,2)4,K | 4,3        = BANKER_WIN | (NO BET)
                                                 5,2 | (3,Q)3,2   = PLAYER_WIN | (NO BET)
                                            (2,A)3,8 | 0,5        = BANKER_WIN | (NO BET)
                                                 0,4 | 5,3        = BANKER_WIN | (NO BET)
                                                 4,4 | 6,6        = PLAYER_WIN | (NO BET)
                                            (4,9)3,8 | (10,J)0,3  = BANKER_WIN | (NO BET)
                                                 8,9 | 0,6        = PLAYER_WIN | (NO BET)
                                            (A,A)2,4 | (10,2)2,A  = PLAYER_WIN | (NO BET)
                                            (6,7)3,4 | (4,7)1,6   = TIE        | (NO BET)
                                            (6,4)0,J | (Q,J)0,K   = TIE        | (NO BET)
                                            (Q,3)3,9 | 4,0        = BANKER_WIN | (NO BET)
                                                 0,8 | 8,0        = TIE        | (NO BET)
                                                 6,0 | (A,J)1,10  = PLAYER_WIN | (NO BET)
                                                 3,2 | 8,0        = BANKER_WIN | (NO BET)
                                            (6,9)5,8 | (7,3)0,8   = BANKER_WIN | (NO BET)
                                                 8,0 | 2,5        = PLAYER_WIN | (NO BET)
                                            (J,Q)0,5 | (7,3)0,10  = PLAYER_WIN | (NO BET)
                                            (A,A)2,3 | (J,J)0,4   = PLAYER_WIN | (NO BET)
                                            (4,Q)4,2 | 1,6        = BANKER_WIN | (BET) BANKER_WIN (HIT)
                                                 2,9 | 8,0        = BANKER_WIN | (NO BET)
                                                 4,3 | 8,0        = BANKER_WIN | (NO BET)
                                                 6,0 | 9,9        = BANKER_WIN | (BET) PLAYER_WIN
                                                 9,7 | (6,6)2,10  = PLAYER_WIN | (BET) PLAYER_WIN (HIT)
                                            (Q,3)3,K | 0,4        = BANKER_WIN | (NO BET)
                                            (K,2)2,5 | (8,5)3,3   = PLAYER_WIN | (NO BET)
                                                 5,2 | 9,9        = BANKER_WIN | (NO BET)
                                                 2,8 | 1,8        = BANKER_WIN | (NO BET)
                                                 0,7 | (7,6)3,K   = PLAYER_WIN | (NO BET)
                                                 0,6 | (2,8)0,10  = PLAYER_WIN | (NO BET)
                                                 0,6 | 7,0        = BANKER_WIN | (NO BET)
                                            (Q,5)5,2 | (7,4)1,7   = BANKER_WIN | (NO BET)
                                                 7,1 | 3,5        = TIE        | (NO BET)
                                                 0,7 | (5,8)3,A   = PLAYER_WIN | (NO BET)
                                                 3,5 | 0,8        = TIE        | (NO BET)
                                            (2,3)5,K | 0,6        = BANKER_WIN | (NO BET)
                                                 7,6 | 9,9        = BANKER_WIN | (NO BET)
                                           (5,10)5,K | 2,3        = TIE        | (NO BET)
                                            (A,9)0,3 | 1,4        = BANKER_WIN | (NO BET)
                                            (J,4)4,5 | 4,6        = PLAYER_WIN | (NO BET)
                                                 0,9 | 6,6        = PLAYER_WIN | (NO BET)
                                                 4,5 | 0,0        = PLAYER_WIN | (NO BET)
                                                 3,5 | 1,0        = PLAYER_WIN | (BET) BANKER_WIN
                                                 9,7 | 2,6        = BANKER_WIN | (BET) BANKER_WIN (HIT)
                                            (Q,A)1,8 | 2,0        = PLAYER_WIN | (NO BET)
                                                 8,9 | 7,0        = TIE        | (NO BET)
                                                     卡用完了，重新初始化!
                                                 3,6 | 0,4        = PLAYER_WIN | (NO BET)
                                            (9,6)5,4 | 7,9        = PLAYER_WIN | (NO BET)
                                           (J,10)0,4 | (2,10)2,7  = BANKER_WIN | (NO BET)
                                            (8,6)4,Q | 4,0        = TIE        | (NO BET)
                                                 4,5 | 5,0        = PLAYER_WIN | (NO BET)
                                            (9,4)3,8 | 3,0        = BANKER_WIN | (NO BET)
                                            (J,A)1,A | (2,2)4,8   = TIE        | (NO BET)
                                            (5,Q)5,8 | (2,9)1,A   = PLAYER_WIN | (NO BET)
                                           (10,K)0,2 | 7,0        = BANKER_WIN | (NO BET)
                                            (5,6)1,J | 9,6        = BANKER_WIN | (NO BET)
                                            (Q,5)5,J | (K,Q)0,7   = BANKER_WIN | (NO BET)
                                                 2,4 | 7,0        = BANKER_WIN | (BET) PLAYER_WIN
                                            (7,5)2,3 | (4,10)4,5  = BANKER_WIN | (BET) PLAYER_WIN
                                                 0,3 | 0,8        = BANKER_WIN | (BET) PLAYER_WIN
                                           (10,5)5,Q | (3,9)2,6   = BANKER_WIN | (BET) PLAYER_WIN
                                            (3,K)3,Q | 0,7        = BANKER_WIN | (BET) PLAYER_WIN
                                                 3,3 | 8,9        = BANKER_WIN | (BET) PLAYER_WIN
                                                 8,0 | 0,9        = BANKER_WIN | (BET) PLAYER_WIN
                                            (8,7)5,9 | (2,A)3,2   = BANKER_WIN | (BET) PLAYER_WIN
                                                 0,3 | 3,6        = BANKER_WIN | (BET) PLAYER_WIN
                                           (5,10)5,4 | 5,7        = PLAYER_WIN | (BET) PLAYER_WIN (HIT)
                                                 3,6 | 0,0        = PLAYER_WIN | (NO BET)
                                                 0,7 | (Q,2)2,3   = PLAYER_WIN | (NO BET)
                                                 9,0 | 6,3        = TIE        | (BET) BANKER_WIN
                                                 8,0 | 4,6        = PLAYER_WIN | (NO BET)
                                            (Q,4)4,6 | (J,4)4,4   = BANKER_WIN | (NO BET)
                                            (Q,A)1,K | 0,7        = BANKER_WIN | (NO BET)
                                                 2,7 | 8,0        = PLAYER_WIN | (NO BET)
                                                 1,7 | 6,4        = PLAYER_WIN | (NO BET)
                                                 1,4 | 1,8        = BANKER_WIN | (NO BET)
                                            (8,7)5,2 | (A,10)1,9  = PLAYER_WIN | (NO BET)
                                            (9,2)1,8 | 0,5        = PLAYER_WIN | (NO BET)
                                            (2,A)3,9 | 4,2        = BANKER_WIN | (NO BET)
                                            (J,3)3,J | 2,3        = BANKER_WIN | (NO BET)
                                            (6,8)4,3 | (A,K)1,6   = TIE        | (NO BET)
                                                 7,1 | 7,0        = PLAYER_WIN | (NO BET)
                                            (3,8)1,9 | 1,4        = BANKER_WIN | (NO BET)
                                            (5,9)4,4 | 3,8        = PLAYER_WIN | (NO BET)
                                                 0,9 | 7,0        = PLAYER_WIN | (NO BET)
                                                 3,3 | 6,0        = TIE        | (NO BET)
                                            (K,J)0,7 | (7,4)1,A   = PLAYER_WIN | (NO BET)
                                                 0,7 | (A,2)3,J   = PLAYER_WIN | (NO BET)
                                            (K,2)2,7 | 5,0        = PLAYER_WIN | (NO BET)
                                                 1,5 | 1,5        = TIE        | (BET) BANKER_WIN
                                                 6,3 | 0,0        = PLAYER_WIN | (NO BET)
                                                 8,0 | 1,6        = PLAYER_WIN | (NO BET)
                                                 0,9 | 9,2        = PLAYER_WIN | (NO BET)
                                                 0,8 | 5,0        = PLAYER_WIN | (BET) BANKER_WIN
                                            (J,4)4,Q | 5,0        = BANKER_WIN | (BET) BANKER_WIN (HIT)
                                          (10,10)0,2 | 6,0        = BANKER_WIN | (NO BET)
                                            (2,8)0,2 | (10,K)0,J  = PLAYER_WIN | (NO BET)
                                                 0,7 | (3,K)3,A   = PLAYER_WIN | (NO BET)
                                                 3,3 | (2,3)5,Q   = PLAYER_WIN | (NO BET)
                                            (7,7)4,8 | (2,Q)2,A   = BANKER_WIN | (BET) BANKER_WIN (HIT)
                                                 7,0 | (J,3)3,Q   = PLAYER_WIN | (NO BET)
                                            (3,J)3,6 | 5,6        = PLAYER_WIN | (NO BET)
                                            (A,4)5,8 | 0,5        = BANKER_WIN | (NO BET)
                                                 0,9 | 0,8        = PLAYER_WIN | (NO BET)
                                                 2,6 | 4,8        = PLAYER_WIN | (NO BET)
                                            (2,J)2,5 | (3,A)4,K   = PLAYER_WIN | (NO BET)
                                                 0,0 | 0,8        = BANKER_WIN | (BET) BANKER_WIN (HIT)
                                            (7,3)0,J | (A,A)2,4   = BANKER_WIN | (NO BET)
                                                 0,9 | 6,5        = PLAYER_WIN | (NO BET)
                                                 9,0 | 6,5        = PLAYER_WIN | (NO BET)
                                                 0,1 | 8,0        = BANKER_WIN | (NO BET)
                                                 2,4 | 0,7        = BANKER_WIN | (NO BET)
                                                 5,0 | 0,9        = BANKER_WIN | (NO BET)
                                                 8,0 | 6,0        = PLAYER_WIN | (BET) PLAYER_WIN (HIT)
                                            (4,Q)4,8 | (10,2)2,4  = BANKER_WIN | (NO BET)
                                            (3,K)3,J | (6,6)2,4   = BANKER_WIN | (NO BET)
                                                 0,5 | 7,1        = BANKER_WIN | (NO BET)
                                           (4,Q)4,10 | (5,5)0,7   = BANKER_WIN | (BET) PLAYER_WIN
                                            (Q,3)3,4 | (5,5)0,6   = PLAYER_WIN | (BET) PLAYER_WIN (HIT)
                                                 0,7 | 0,9        = BANKER_WIN | (NO BET)
                                            (J,4)4,A | 6,0        = BANKER_WIN | (NO BET)
                                                 9,0 | 1,5        = PLAYER_WIN | (NO BET)
                                                 0,2 | 9,0        = BANKER_WIN | (NO BET)
                                            (6,8)4,9 | (J,3)3,9   = PLAYER_WIN | (NO BET)
                                           (10,A)1,5 | (6,7)3,J   = PLAYER_WIN | (NO BET)
                                            (K,J)0,Q | (9,2)1,Q   = BANKER_WIN | (NO BET)
                                           (2,10)2,2 | (10,A)1,9  = PLAYER_WIN | (NO BET)
                                                 1,5 | (2,9)1,5   = TIE        | (NO BET)
                                                 8,9 | (4,A)5,6   = PLAYER_WIN | (NO BET)
                                                 8,9 | (K,K)0,4   = PLAYER_WIN | (NO BET)
                                                 0,7 | 0,6        = PLAYER_WIN | (NO BET)
                                                     卡用完了，重新初始化!
                                                 8,0 | 8,4        = PLAYER_WIN | (BET) BANKER_WIN
                                            (A,9)0,7 | 7,0        = TIE        | (BET) BANKER_WIN
                                                 9,0 | 5,0        = PLAYER_WIN | (NO BET)
                                            (5,6)1,6 | (3,9)2,A   = PLAYER_WIN | (NO BET)
                                                 0,0 | 8,0        = BANKER_WIN | (NO BET)
                                            (2,J)2,4 | (7,6)3,A   = PLAYER_WIN | (NO BET)
                                            (6,6)2,Q | (9,4)3,6   = BANKER_WIN | (NO BET)
                                            (2,J)2,Q | (J,J)0,2   = TIE        | (NO BET)
                                                 0,8 | 0,0        = PLAYER_WIN | (NO BET)
                                                 1,8 | 0,1        = PLAYER_WIN | (NO BET)
                                                 0,5 | 9,9        = BANKER_WIN | (NO BET)
                                            (Q,Q)0,K | 1,4        = BANKER_WIN | (NO BET)
                                                 9,0 | 4,2        = PLAYER_WIN | (NO BET)
                                                 0,8 | 7,9        = PLAYER_WIN | (NO BET)
                                                 1,5 | 6,1        = BANKER_WIN | (NO BET)
                                            (9,5)4,5 | 7,0        = PLAYER_WIN | (NO BET)
                                                 6,0 | (Q,10)0,8  = BANKER_WIN | (NO BET)
                                            (J,A)1,J | (K,2)2,4   = BANKER_WIN | (NO BET)
                                                 9,0 | 2,0        = PLAYER_WIN | (NO BET)
                                                 0,5 | 4,5        = BANKER_WIN | (NO BET)
                                                 4,5 | 8,8        = PLAYER_WIN | (NO BET)
                                                 0,0 | 0,9        = BANKER_WIN | (NO BET)
                                                 7,1 | 0,3        = PLAYER_WIN | (NO BET)
                                           (J,4)4,10 | (7,3)0,6   = BANKER_WIN | (NO BET)
                                            (6,7)3,9 | 6,1        = BANKER_WIN | (NO BET)
                                            (4,A)5,4 | 3,0        = PLAYER_WIN | (NO BET)
                                            (6,4)0,9 | 0,2        = PLAYER_WIN | (NO BET)
                                                 2,4 | 7,0        = BANKER_WIN | (NO BET)
                                            (3,A)4,9 | (K,A)1,7   = BANKER_WIN | (NO BET)
                                                 0,8 | 7,4        = PLAYER_WIN | (NO BET)
                                            (3,9)2,8 | 0,3        = BANKER_WIN | (NO BET)
                                            (2,2)4,5 | 3,7        = PLAYER_WIN | (NO BET)
                                                 8,9 | 7,9        = PLAYER_WIN | (NO BET)
                                            (A,4)5,4 | 8,5        = PLAYER_WIN | (NO BET)
                                                 0,6 | 8,1        = BANKER_WIN | (BET) BANKER_WIN (HIT)
                                                 0,2 | 7,2        = BANKER_WIN | (NO BET)
                                           (9,4)3,10 | (9,A)0,5   = BANKER_WIN | (NO BET)
                                                 3,5 | 0,0        = PLAYER_WIN | (BET) PLAYER_WIN (HIT)
                                            (3,7)0,K | (10,Q)0,4  = BANKER_WIN | (NO BET)
                                                 0,6 | (J,5)5,8   = PLAYER_WIN | (NO BET)
                                           (9,5)4,10 | 6,9        = BANKER_WIN | (NO BET)
                                                 7,0 | (5,8)3,2   = PLAYER_WIN | (NO BET)
                                           (2,3)5,10 | 0,5        = TIE        | (NO BET)
                                            (K,3)3,8 | 1,2        = BANKER_WIN | (NO BET)
                                                 2,5 | 7,2        = BANKER_WIN | (NO BET)
                                                 0,9 | 1,5        = PLAYER_WIN | (NO BET)
                                            (K,5)5,8 | 0,6        = BANKER_WIN | (NO BET)
                                           (2,8)0,10 | (J,A)1,7   = BANKER_WIN | (NO BET)
                                                 8,6 | 8,0        = BANKER_WIN | (NO BET)
                                                 0,8 | 0,0        = PLAYER_WIN | (BET) PLAYER_WIN (HIT)
                                           (3,7)0,10 | 8,8        = BANKER_WIN | (NO BET)
                                                 9,0 | 0,3        = PLAYER_WIN | (NO BET)
                                            (4,K)4,7 | (2,A)3,4   = BANKER_WIN | (NO BET)
                                                 6,0 | (Q,Q)0,K   = PLAYER_WIN | (NO BET)
                                            (7,5)2,8 | 5,9        = BANKER_WIN | (NO BET)
                                                 3,3 | 9,0        = BANKER_WIN | (NO BET)
                                                 4,3 | (10,Q)0,2  = PLAYER_WIN | (NO BET)
                                                 6,2 | 8,3        = PLAYER_WIN | (NO BET)
                                            (4,A)5,A | (Q,A)1,2   = PLAYER_WIN | (NO BET)
                                            (Q,4)4,4 | 2,3        = PLAYER_WIN | (BET) BANKER_WIN
                                                 8,0 | 7,0        = PLAYER_WIN | (BET) BANKER_WIN
                                                 3,4 | (J,10)0,J  = PLAYER_WIN | (BET) BANKER_WIN
                                                 0,3 | 3,6        = BANKER_WIN | (BET) BANKER_WIN (HIT)
                                                 0,7 | 1,5        = PLAYER_WIN | (NO BET)
                                                 3,5 | 0,0        = PLAYER_WIN | (NO BET)
                                            (3,K)3,7 | (2,A)3,7   = TIE        | (NO BET)
                                           (A,10)1,8 | 0,0        = PLAYER_WIN | (NO BET)
                                                 7,9 | 6,1        = BANKER_WIN | (NO BET)
                                           (K,10)0,4 | 7,9        = BANKER_WIN | (NO BET)
                                                 7,0 | 5,4        = BANKER_WIN | (NO BET)
                                                 6,3 | 0,6        = PLAYER_WIN | (BET) PLAYER_WIN (HIT)
                                           (Q,10)0,5 | 9,8        = BANKER_WIN | (NO BET)
                                                 5,2 | (J,K)0,4   = PLAYER_WIN | (NO BET)
                                            (5,Q)5,3 | 3,0        = PLAYER_WIN | (NO BET)
                                            (8,7)5,9 | 7,0        = BANKER_WIN | (NO BET)
                                            (K,2)2,9 | 1,6        = BANKER_WIN | (NO BET)
                                                 0,6 | 3,6        = BANKER_WIN | (NO BET)
                                            (2,J)2,Q | (Q,2)2,K   = TIE        | (BET) PLAYER_WIN
                                                 9,0 | 4,1        = PLAYER_WIN | (NO BET)
                                                 9,7 | (Q,10)0,3  = PLAYER_WIN | (NO BET)
                                                 0,6 | 7,1        = BANKER_WIN | (NO BET)
                                                 4,0 | 8,0        = BANKER_WIN | (NO BET)
                                           (3,J)3,10 | (6,5)1,8   = BANKER_WIN | (NO BET)
                                                 0,8 | 6,0        = PLAYER_WIN | (BET) PLAYER_WIN (HIT)
                                                 0,6 | (10,K)0,3  = PLAYER_WIN | (NO BET)
                                            (Q,2)2,6 | 2,2        = PLAYER_WIN | (NO BET)
                                                 5,1 | 5,4        = BANKER_WIN | (BET) BANKER_WIN (HIT)
                                            (K,5)5,3 | 0,6        = PLAYER_WIN | (NO BET)
                                                     卡用完了，重新初始化!
                                            (2,8)0,3 | (4,K)4,3   = BANKER_WIN | (NO BET)
                                                 0,9 | 8,5        = PLAYER_WIN | (NO BET)
                                            (4,A)5,8 | 0,3        = TIE        | (NO BET)
                                                 6,0 | (4,10)4,2  = TIE        | (NO BET)
                                                 9,0 | 4,1        = PLAYER_WIN | (NO BET)
                                            (Q,Q)0,4 | 0,5        = BANKER_WIN | (NO BET)
                                                 6,1 | (A,4)5,K   = PLAYER_WIN | (NO BET)
                                                 0,5 | 8,0        = BANKER_WIN | (NO BET)
                                                 0,7 | 2,6        = BANKER_WIN | (NO BET)
                                          (10,10)0,K | (A,K)1,6   = BANKER_WIN | (NO BET)
                                                 0,9 | 0,9        = TIE        | (BET) PLAYER_WIN
                                            (9,A)0,6 | 0,6        = TIE        | (NO BET)
                                                 6,2 | 1,5        = PLAYER_WIN | (NO BET)
                                                 3,3 | (9,6)5,9   = PLAYER_WIN | (NO BET)
                                                 7,5 | 3,6        = BANKER_WIN | (NO BET)

                                          =============================================

                                                TIE_COUNT:934(9.34%)
                                                TIE_SWITCH_COUNT:455(4.55%)
                                                BANKER_WIN_COUNT:4508(45.08%)
                                                PLAYER_WIN_COUNT:4557(45.57%)

                                                BET_WIN_COUNT:868/1849(46.944294213088156%)
