                                                 6,2 | 0,2        = PLAYER_WIN | (NO BET)
                                            (6,7)3,8 | (6,4)0,6   = BANKER_WIN | (BET) BANKER_WIN (HIT)
                                            (7,7)4,J | (4,6)0,2   = PLAYER_WIN | (NO BET)
                                                 9,7 | (3,9)2,A   = PLAYER_WIN | (NO BET)
                                           (J,A)1,10 | 7,8        = BANKER_WIN | (BET) BANKER_WIN (HIT)
                                                 7,0 | (J,10)0,Q  = PLAYER_WIN | (NO BET)
                                                 0,1 | 0,8        = BANKER_WIN | (NO BET)
                                                 0,7 | (J,2)2,3   = PLAYER_WIN | (NO BET)
                                                 3,5 | 9,0        = BANKER_WIN | (NO BET)
                                            (2,3)5,8 | 0,6        = BANKER_WIN | (NO BET)
                                                 0,6 | (2,9)1,2   = PLAYER_WIN | (BET) PLAYER_WIN (HIT)
                                                 0,9 | 2,8        = PLAYER_WIN | (NO BET)
                                                 5,8 | 3,5        = BANKER_WIN | (BET) BANKER_WIN (HIT)
                                                 4,6 | 6,2        = BANKER_WIN | (NO BET)
                                                 0,6 | (K,J)0,A   = PLAYER_WIN | (BET) PLAYER_WIN (HIT)
                                                 9,1 | 1,7        = BANKER_WIN | (NO BET)
                                                 4,0 | 8,0        = BANKER_WIN | (NO BET)
                                           (10,K)0,4 | (Q,Q)0,5   = BANKER_WIN | (BET) PLAYER_WIN
                                                 0,9 | 0,4        = PLAYER_WIN | (BET) PLAYER_WIN (HIT)
                                           (6,7)3,10 | 5,2        = BANKER_WIN | (NO BET)
                                            (K,K)0,2 | (10,2)2,K  = TIE        | (NO BET)
                                                     卡用完了，重新初始化!
                                                 9,0 | 4,2        = PLAYER_WIN | (NO BET)
                                                 0,6 | (10,10)0,3 = PLAYER_WIN | (NO BET)
                                                 1,6 | 6,3        = BANKER_WIN | (BET) BANKER_WIN (HIT)
                                                 4,2 | (5,6)1,2   = PLAYER_WIN | (NO BET)
                                            (3,A)4,4 | 0,5        = PLAYER_WIN | (NO BET)
                                            (K,J)0,3 | (10,Q)0,3  = TIE        | (BET) BANKER_WIN
                                            (4,A)5,3 | 0,7        = PLAYER_WIN | (NO BET)
                                           (2,10)2,Q | 4,1        = BANKER_WIN | (NO BET)
                                            (J,Q)0,8 | 4,0        = PLAYER_WIN | (NO BET)
                                            (3,8)1,Q | (K,2)2,Q   = BANKER_WIN | (NO BET)
                                                 8,0 | 7,7        = PLAYER_WIN | (NO BET)
                                                 0,7 | (Q,5)5,A   = PLAYER_WIN | (NO BET)
                                                 8,5 | 9,0        = BANKER_WIN | (BET) BANKER_WIN (HIT)
                                                 0,4 | 2,7        = BANKER_WIN | (NO BET)
                                                 0,7 | 9,8        = TIE        | (BET) PLAYER_WIN
                                                 4,5 | 0,5        = PLAYER_WIN | (NO BET)
                                                 3,8 | 8,1        = BANKER_WIN | (NO BET)
                                            (2,K)2,Q | 2,4        = BANKER_WIN | (NO BET)
                                            (9,A)0,Q | 7,8        = BANKER_WIN | (BET) PLAYER_WIN
                                           (Q,10)0,2 | 7,9        = BANKER_WIN | (BET) PLAYER_WIN
                                                 6,7 | 0,8        = BANKER_WIN | (BET) PLAYER_WIN
                                                 1,6 | 8,0        = BANKER_WIN | (BET) PLAYER_WIN
                                                 4,3 | (4,Q)4,2   = PLAYER_WIN | (BET) PLAYER_WIN (HIT)
                                            (7,8)5,5 | 3,4        = BANKER_WIN | (NO BET)
                                            (Q,5)5,2 | (6,4)0,5   = PLAYER_WIN | (NO BET)
                                                 0,9 | 0,4        = PLAYER_WIN | (NO BET)
                                          (10,10)0,2 | (J,K)0,4   = BANKER_WIN | (BET) BANKER_WIN (HIT)
                                                 0,6 | 0,9        = BANKER_WIN | (NO BET)
                                                 5,3 | 9,0        = BANKER_WIN | (BET) PLAYER_WIN
                                                 9,0 | 2,0        = PLAYER_WIN | (BET) PLAYER_WIN (HIT)
                                           (10,K)0,6 | (7,5)2,8   = PLAYER_WIN | (NO BET)
                                                 6,0 | (Q,A)1,4   = PLAYER_WIN | (BET) BANKER_WIN
                                                 0,9 | 0,9        = TIE        | (BET) BANKER_WIN
                                           (5,8)3,10 | 2,5        = BANKER_WIN | (NO BET)
                                           (10,J)0,K | 8,6        = BANKER_WIN | (NO BET)
                                                 0,5 | 1,7        = BANKER_WIN | (BET) PLAYER_WIN
                                            (8,4)2,2 | 7,9        = BANKER_WIN | (BET) PLAYER_WIN
                                                 3,3 | 4,2        = TIE        | (BET) PLAYER_WIN
                                           (5,7)2,10 | 2,4        = BANKER_WIN | (NO BET)
                                                 0,2 | 6,3        = BANKER_WIN | (NO BET)
                                                 1,0 | 0,8        = BANKER_WIN | (BET) PLAYER_WIN
                                                 6,1 | (J,Q)0,8   = BANKER_WIN | (BET) PLAYER_WIN
                                            (4,9)3,6 | 5,0        = PLAYER_WIN | (BET) PLAYER_WIN (HIT)
                                                 3,6 | 7,3        = PLAYER_WIN | (NO BET)
                                                 6,3 | 3,4        = PLAYER_WIN | (BET) BANKER_WIN
                                            (6,7)3,4 | (A,Q)1,K   = PLAYER_WIN | (BET) BANKER_WIN
                                           (5,6)1,10 | (K,Q)0,3   = BANKER_WIN | (BET) BANKER_WIN (HIT)
                                                 5,3 | 5,0        = PLAYER_WIN | (NO BET)
                                            (J,Q)0,9 | 9,2        = PLAYER_WIN | (NO BET)
                                                 0,6 | (9,3)2,9   = PLAYER_WIN | (BET) BANKER_WIN
                                                 0,8 | 7,1        = TIE        | (BET) BANKER_WIN
                                            (K,J)0,A | (10,2)2,Q  = BANKER_WIN | (NO BET)
                                                 3,0 | 9,0        = BANKER_WIN | (NO BET)
                                            (9,2)1,A | (10,Q)0,4  = BANKER_WIN | (BET) PLAYER_WIN
                                                 0,9 | 4,7        = PLAYER_WIN | (BET) PLAYER_WIN (HIT)
                                            (3,K)3,8 | 4,0        = BANKER_WIN | (NO BET)
                                           (4,10)4,3 | 9,7        = PLAYER_WIN | (NO BET)
                                            (7,7)4,8 | 0,7        = BANKER_WIN | (NO BET)
                                                 0,8 | 2,5        = PLAYER_WIN | (NO BET)
                                            (A,Q)1,2 | (J,A)1,A   = PLAYER_WIN | (NO BET)
                                            (3,J)3,K | 5,1        = BANKER_WIN | (BET) BANKER_WIN (HIT)
                                                 1,1 | 9,9        = BANKER_WIN | (NO BET)
                                                 4,4 | 0,0        = PLAYER_WIN | (BET) PLAYER_WIN (HIT)
                                                 0,6 | 9,0        = BANKER_WIN | (NO BET)
                                            (8,2)0,6 | (K,5)5,4   = BANKER_WIN | (NO BET)
                                                 8,1 | 0,1        = PLAYER_WIN | (BET) PLAYER_WIN (HIT)
                                                 8,9 | (K,2)2,9   = PLAYER_WIN | (NO BET)
                                                 6,0 | (9,4)3,3   = TIE        | (BET) BANKER_WIN
                                                 9,0 | 2,7        = TIE        | (NO BET)
                                            (5,8)3,9 | (K,A)1,J   = PLAYER_WIN | (BET) BANKER_WIN
                                            (8,5)3,8 | (2,Q)2,3   = BANKER_WIN | (NO BET)
                                            (8,6)4,Q | 5,0        = BANKER_WIN | (NO BET)
                                                 3,0 | 2,6        = BANKER_WIN | (BET) PLAYER_WIN
                                            (K,5)5,2 | (3,9)2,10  = PLAYER_WIN | (BET) PLAYER_WIN (HIT)
                                                 2,6 | 3,0        = PLAYER_WIN | (NO BET)
                                                 6,1 | 6,0        = PLAYER_WIN | (BET) BANKER_WIN
                                           (2,3)5,10 | (10,J)0,5  = TIE        | (BET) BANKER_WIN
                                           (10,3)3,4 | (10,A)1,7  = BANKER_WIN | (NO BET)
                                            (5,7)2,6 | 7,0        = PLAYER_WIN | (NO BET)
                                            (J,4)4,7 | (A,J)1,2   = BANKER_WIN | (NO BET)
                                            (A,A)2,J | 6,1        = BANKER_WIN | (NO BET)
                                            (J,A)1,8 | 7,5        = PLAYER_WIN | (BET) PLAYER_WIN (HIT)
                                            (Q,Q)0,7 | (6,9)5,5   = PLAYER_WIN | (NO BET)
                                                 8,9 | (5,7)2,J   = PLAYER_WIN | (BET) BANKER_WIN
                                            (K,J)0,5 | (7,6)3,K   = PLAYER_WIN | (BET) BANKER_WIN
                                            (7,8)5,8 | 0,6        = BANKER_WIN | (BET) BANKER_WIN (HIT)
                                                     卡用完了，重新初始化!
                                                 0,1 | 8,0        = BANKER_WIN | (NO BET)
                                            (2,A)3,K | 4,3        = BANKER_WIN | (BET) PLAYER_WIN
                                                 7,9 | 5,3        = BANKER_WIN | (BET) PLAYER_WIN
                                                 8,9 | 0,6        = PLAYER_WIN | (BET) PLAYER_WIN (HIT)
                                                 0,6 | (A,10)1,5  = TIE        | (NO BET)
                                                 2,5 | (Q,4)4,A   = PLAYER_WIN | (NO BET)
                                            (A,2)3,3 | (9,A)0,6   = TIE        | (NO BET)
                                                 2,0 | 0,8        = BANKER_WIN | (NO BET)
                                                 8,0 | 0,0        = PLAYER_WIN | (NO BET)
                                           (2,10)2,A | 5,0        = BANKER_WIN | (NO BET)
                                          (10,10)0,4 | (5,6)1,8   = BANKER_WIN | (NO BET)
                                                 9,0 | 6,3        = TIE        | (BET) PLAYER_WIN
                                                 3,3 | 7,0        = BANKER_WIN | (NO BET)
                                                 0,9 | 2,2        = PLAYER_WIN | (NO BET)
                                                 0,6 | 6,2        = BANKER_WIN | (NO BET)
                                            (A,A)2,8 | 4,2        = BANKER_WIN | (NO BET)
                                            (6,9)5,7 | (5,6)1,Q   = PLAYER_WIN | (BET) PLAYER_WIN (HIT)
                                                 1,7 | 0,4        = PLAYER_WIN | (NO BET)
                                                 7,0 | 7,9        = PLAYER_WIN | (BET) BANKER_WIN
                                                 8,0 | 0,0        = PLAYER_WIN | (BET) BANKER_WIN
                                            (6,8)4,K | 0,5        = BANKER_WIN | (BET) BANKER_WIN (HIT)
                                                 6,0 | (8,2)0,K   = PLAYER_WIN | (NO BET)
                                            (K,J)0,6 | (8,5)3,9   = PLAYER_WIN | (NO BET)
                                           (K,10)0,2 | (8,5)3,5   = BANKER_WIN | (BET) BANKER_WIN (HIT)
                                                 0,7 | 8,0        = BANKER_WIN | (NO BET)
                                                 0,8 | 1,0        = PLAYER_WIN | (BET) PLAYER_WIN (HIT)
                                            (9,6)5,K | 6,0        = BANKER_WIN | (NO BET)
                                                 4,5 | 6,7        = PLAYER_WIN | (NO BET)
                                            (K,A)1,2 | (A,10)1,2  = TIE        | (NO BET)
                                                 0,0 | 0,9        = BANKER_WIN | (NO BET)
                                            (8,2)0,Q | (3,8)1,Q   = BANKER_WIN | (NO BET)
                                                 0,9 | 5,0        = PLAYER_WIN | (BET) PLAYER_WIN (HIT)
                                            (7,5)2,5 | 9,7        = PLAYER_WIN | (NO BET)
                                                 5,7 | 2,7        = BANKER_WIN | (BET) BANKER_WIN (HIT)
                                                 8,3 | 1,8        = BANKER_WIN | (NO BET)
                                            (6,6)2,4 | (Q,4)4,A   = PLAYER_WIN | (BET) PLAYER_WIN (HIT)
                                            (8,2)0,6 | (J,A)1,2   = PLAYER_WIN | (NO BET)
                                                 7,0 | (7,5)2,10  = PLAYER_WIN | (BET) BANKER_WIN
                                            (5,9)4,J | (5,6)1,J   = PLAYER_WIN | (BET) BANKER_WIN
                                                 7,2 | 9,2        = PLAYER_WIN | (BET) BANKER_WIN
                                                 4,0 | 2,7        = BANKER_WIN | (BET) BANKER_WIN (HIT)
                                            (6,4)0,A | (2,Q)2,3   = BANKER_WIN | (NO BET)
                                                 0,8 | 2,0        = PLAYER_WIN | (BET) PLAYER_WIN (HIT)
                                                 0,0 | 4,4        = BANKER_WIN | (NO BET)
                                                 8,0 | 0,2        = PLAYER_WIN | (NO BET)

                                          =============================================

                                                TIE_COUNT:934(9.34%)
                                                TIE_SWITCH_COUNT:487(4.87%)
                                                BANKER_WIN_COUNT:4574(45.74%)
                                                PLAYER_WIN_COUNT:4491(44.91%)

                                                BET_WIN_COUNT:1831/4144(44.18436293436294%)
